2.832677697,0,0,0,2.837180823,0,0,0,3.807227416,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
2.832678,0,0,0,2.837181,0,0,0,3.807227,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
4.162569688,0,0,0,4.162569688,0,0,0,4.162569688,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5
4.16257,0,0,0,4.16257,0,0,0,4.16257,0.5,0,0,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0.5
0,2.665962,2.665962,2.665962,0,2.665962,2.665962,2.665962,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.243667466,2.243667466,2.243667466,0,2.243667466,2.243667466,2.243667466,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.254774,2.254774,2.254774,0,2.254774,2.254774,2.254774,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.243667,2.243667,2.243667,0,2.243667,2.243667,2.243667,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.243667,2.243667,2.243667,0,2.243667,2.243667,2.243667,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0
0,2.665962,2.665962,2.665962,0,2.665962,2.665962,2.665962,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0
2.997939185,0,0,-1.498969593,2.596291494,0,0,0,4.868688,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.5,0,0,0,0,0,0
0,2.407958896,2.407958896,2.407958896,0,2.407958896,2.407958896,2.407958896,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0,0,0,0,0,0
0,2.422432,2.422432,2.422432,0,2.422432,2.422432,2.422432,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0,0,0,0,0,0
0,2.407959,2.407959,2.407959,0,2.407959,2.407959,2.407959,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0,0,0,0,0,0
0,2.407959,2.407959,2.407959,0,2.407959,2.407959,2.407959,0,0,0,0,0,0,0,0,0,0,0.75,0.75,0.75,0,0,0,0,0,0
2.847789773,0,0,-1.423894887,2.466258288,0,0,0,3.232600599,0.666666667,0.333333333,0.5,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0
2.859772338,0,0,-1.429886169,2.476635493,0,0,0,3.247448,0.666666667,0.333333333,0.5,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0
2.847789898,0,0,-1.423894949,2.466258396,0,0,0,3.232601,0.666666667,0.333333333,0.5,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0
2.847789898,0,0,-1.423894949,2.466258396,0,0,0,3.232601,0.666666667,0.333333333,0.5,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0
